N  FE
1000.7441683456841  128.6512503506546
1007.4452322293072  127.42481519189812
1014.1694403056116  126.16936448962454
1020.9167938809578  124.88481643895976
1027.6872942456475  123.57108952233092
1034.4809426741883  122.22810250754422
1041.297740425561  120.85577444589472
1048.1376887434697  119.45402467026621
1055.000788856603  118.0227727932713
1061.8870419788811  116.56193870539954
1068.7964493096977  115.07144257317428
1075.729012034169  113.55120483734174
1082.6847313233627  112.00114621106282
1089.663608334539  110.4211876781279
1096.665644211378  108.81125049118354
1103.6908400842035  107.17125616997468
1110.73919707021  105.5011264996084
1117.8107162736771  103.80078352882195
1124.905398786192  102.07014956828189
1132.023245686853  100.30914718887688
1139.164258042481  98.51769922004188
1146.328436907829  96.69572874809676
1153.515783325778  94.84315911458975
1160.72629832754  92.95991391465782
1167.9599829328508  91.04591699541301
1175.2168381501617  89.10109245431508
1182.4968649768307  87.12536463760195
1189.8000643993103  85.11865813868609
1197.1264373933227  83.08089779659767
1204.4759849240497  81.01200869442687
1211.8487079463034  78.91191615778476
1219.244607404705  76.78054575327788
1226.6636842338523  74.61782328698291
1234.105939358489  72.4236748029597
1241.5713736936764  70.19802658175283
1249.0599881449486  67.94080513891947
1256.5717836084793  65.65193722356005
1264.106760971239  63.33134981687665
1271.664921111146  60.97897013072549
1279.2462648972282  58.59472560619633
1286.8507931897657  56.17854391219315
1294.478506840445  53.730352944034365
1302.1294066925007  51.25008082206162
1309.8034935808619  48.73765589026057
1317.5007683322922  46.19300671489308
1325.2212317655303  43.61606208314142
1332.9648846914245  41.00675100176313
1340.7317279130668  38.365002695757454
1348.521762225934  35.69074660704723
1356.3349884180027  32.98391239315916
1364.1714072698928  30.244429925930355
1372.0310195549832  27.472229290218273
1379.9138260395437  24.667240782617725
1387.8198274828505  21.829394910198868
1395.749024637311  18.958622389241086
1403.7014182485834  16.05485414399495
1411.6770090556847  13.11802130543783
1419.675797791119  10.148055210051185
1427.6977851809766  7.144887398599019
1435.742971945055  4.10844961492954
1443.8113587969613  1.0386738047685733
1451.9029464442256  -2.064507885459309
1460.017735588406  -5.201163109817515
1468.1557269251841  -8.371359324017211
1476.316921144482  -11.575163786577459
1484.5013189305485  -14.812643559977879
1492.7089209620708  -18.083865511795196
1500.9397279122654  -21.388896315833435
1509.1937404489734  -24.727802453247357
1517.47095923476  -28.100650213654674
1525.7713849270035  -31.507505696233288
1534.0950181779885  -34.9484348108305
1542.4418596349956  -38.423503279029525
1550.8119099403932  -41.932776635241126
1559.2051697317168  -45.476320227767516
1567.6216396417658  -49.05419921985876
1576.0613202986797  -52.66647859077067
1584.5242123260264  -56.313223136799934
1593.0103163428794  -59.994497472327346
1601.5196329639023  -63.71036603083983
1610.0521627994272  -67.46089306594824
1618.6079064555333  -71.24614265239849
1627.186864534122  -75.06617868707701
1635.7890376329924  -78.92106489000204
1644.4144263459202  -82.81086480530922
1653.0630312627245  -86.73564180223838
1661.7348529693463  -90.69545907608884
1670.4298920479127  -94.69037964920317
1679.1481490768142  -98.720466371909
1687.8896246307665  -102.7857819234721
1696.654319280884  -106.88638881304344
1705.4422335947418  -111.02234938057852
1714.2533681364448  -115.19372579778071
1723.0877234666866  -119.40058006901614
1731.9453001428228  -123.64297403221724
1740.826098718924  -127.9209693597988
1749.7301197458426  -132.23462755954998
1758.6573637712684  -136.5840099755356
1767.6078313397952  -140.96917778896662
1776.5815229929747  -145.39019201909153
1785.5784392693743  -149.84711352405455
1794.598580704634  -154.3400030017792
1803.6419478315242  -158.86892099080725
1812.7085411799999  -163.43392787115891
1821.7983612772532  -168.03508386517717
1830.911408647769  -172.67244903836905
1840.047683813374  -177.34608330023644
1849.2071872932931  -182.0560464050952
1858.3899196041953  -186.80239795291052
1867.5958812602478  -191.58519739009245
1876.8250727731631  -196.40450401031512
1886.0774946522454  -201.26037695532426
1895.3531474044423  -206.1528752157126
1904.6520315343905  -211.08205763172523
1913.9741475444591  -216.04798289404312
1923.3194959348  -221.05070954455215
1932.6880772033871  -226.0902959771234
1942.0798918460646  -231.1668004383753
1951.4949403565877  -236.28028102843908
1960.9332232266647  -241.4307957017068
1970.3947409460068  -246.6184022675848
1979.8794940023545  -251.84315839124258
1989.3874828815315  -257.1051215943375
1998.9187080674778  -262.4043492557667
2008.4731700422917  -267.7408986123831
2018.050869286271  -273.11482675971223
2027.6518062779414  -278.52619065268794
2037.275981494103  -283.97504710635076
2046.9233954098672  -289.4614527965521
2056.5940484986895  -294.9854642606706
2066.2879412324046  -300.54713789828855
2076.0050740812603  -306.14652997190865
2085.7454475139616  -311.78369660761933
2095.509061997693  -317.4586937957813
2105.2959179981594  -323.17157739171114
2115.106015979615  -328.92240311634623
2124.939356404897  -334.7112265569205
2134.795939735459  -340.5381031676144
2144.675766431404  -346.4030882702192
2154.578836951506  -352.3062370547959
2164.505151753253  -358.2476045803126
2174.4547112928685  -364.22724577529215
2184.427516025338  -370.24521543845685
2194.423566404457  -376.3015682393508
2204.442862882831  -382.3963587189857
2214.485405911929  -388.5296412904514
2224.5511959420915  -394.70147023955286
2234.6402334225722  -400.9118997254072
2244.752518801564  -407.16098378107444
2254.888052526208  -413.448776314158
2265.0468350426395  -419.77533110740967
2275.2288667960047  -426.140701819326
2285.434148230491  -432.54494198475425
2295.662679789332  -438.98810501547246
2305.9144619148683  -445.4702442007764
2316.189495048539  -451.9914127080778
2326.4877796309106  -458.5516635834702
2336.8093161017196  -465.1510497523067
