N  FE
76.58060782820758  -2.4608158006690046
76.96412171229876  -2.4913130794771847
77.3481386183633  -2.5208236266270343
77.73265689569332  -2.5493491941320343
78.1176749101583  -2.576891539466855
78.50319104408987  -2.6034524253770215
78.88920369616926  -2.629033619690039
79.27571128131345  -2.6536368951318936
79.66271223056313  -2.677264029146248
80.0502049909711  -2.699916803715839
80.43818802549075  -2.721597005188879
80.82665981286634  -2.7423064241073347
81.21561884752244  -2.762046855039228
81.60506363945532  -2.7808200964129757
81.99499271412427  -2.7986279503554248
82.38540461234362  -2.8154722225336117
82.77629789017554  -2.831354721997947
83.16767111882345  -2.8462772610297082
83.55952288452629  -2.860241654989397
83.95185178845236  -2.8732497221717
84.34465644659574  -2.885303283658408
84.73793548967097  -2.8964041631783135
85.1316875630105  -2.9065541869665963
85.52591132646127  -2.9157551836299107
85.9206054542828  -2.9240089840111088
86.31576863504492  -2.9313174210587296
86.71139957152778  -2.937682329697362
87.1074969806203  -2.9431055467028915
87.50405959322148  -2.947588910577075
87.90108615413999  -2.951134261427706
88.29857542199667  -2.953743440848404
88.6965261691257  -2.955418291802902
89.09493718147783  -2.9561606585105955
89.493807258523  -2.955972386334429
89.89313521315486  -2.954855321671105
90.2929198715943  -2.952811311844334
90.693160073295  -2.9498422049987134
91.09385467084897  -2.945949849996839
91.49500252989228  -2.9411360963188287
91.89660252901257  -2.935402793962614
92.2986535596552  -2.928751793348006
92.70115452603255  -2.921184945220706
93.10410434503127  -2.9127041005605614
93.50750194612212  -2.903311110490098
93.91134627126885  -2.893007826186164
94.31563627483904  -2.8817960987923716
94.72037092351474  -2.8696777793340216
95.12554919620344  -2.8566547186344518
95.53117008395012  -2.842728767235248
95.93723258984981  -2.827901775314
96.34373572896031  -2.8121755926085865
96.75067852821589  -2.795552068339421
97.15806002634142  -2.7780330511360787
97.5658792737667  -2.7596203889635933
97.9741353325423  -2.7403159290520533
98.38282727625419  -2.7201215178266227
98.79195418994111  -2.6990390008392433
99.20151517001067  -2.6770702227027727
99.61150932415707  -2.654217027026574
100.02193577127846  -2.6304812563520823
100.43279364139588  -2.6058647520921596
100.844082075572  -2.5803693544694477
101.25580022583001  -2.553996902458979
101.66794725507464  -2.52674923372938
102.08052233701186  -2.4986281845877576
102.49352465606985  -2.469635589924527
102.90695340732071  -2.43977328316038
103.32080779640276  -2.409043096193973
103.7350870394426  -2.377446859351395
104.14979036297807  -2.3449864013373
104.56491700388237  -2.3116635491856345
104.98046620928758  -2.27748012821377
105.39643723650929  -2.242437961976505
105.81282935297146  -2.2065388722218344
106.22964183613242  -2.169784678847391
106.64687397341041  -2.1321771998589707
107.06452506211001  -2.093718251328264
107.48259440934977  -2.054409647354447
107.90108133198859  -2.0142532000255184
108.31998515655467  -1.9732507193792566
108.73930521917322  -1.931404013367951
109.15904086549561  -1.8887148878224507
109.57919145062887  -1.8451851464180618
109.99975633906482  -1.800816590641034
110.42073490461127  -1.7556110197552295
110.84212653032219  -1.7095702307717207
111.2639306084287  -1.6626960184183868
111.6861465402714  -1.6149901751092763
112.10877373623183  -1.566454490917013
112.5318116156655  -1.5170907535447322
112.95525960683418  -1.4669007482989782
113.3791171468407  -1.4158862580643101
113.80338368156112  -1.36404906327786
114.22805866558024  -1.311390941905482
114.65314156212605  -1.2579136694178354
115.07863184300487  -1.2036190187681461
115.50452898853742  -1.1485087603706297
115.93083248749387  -1.0925846620793314
116.35754183703132  -1.0358484891677189
116.78465654263044  -0.9783020043093941
117.21217611803254  -0.9199469675596521
117.64010008517754  -0.860785136337832
118.06842797414247  -0.8008182654083602
118.49715932307939  -0.7400481068666124
118.92629367815509  -0.6784764101212902
119.35583059348971  -0.6161049218806826
119.78576963109744  -0.5529353861363518
120.21611036082633  -0.48896954415086985
120.64685236029862  -0.4242091344442896
121.07799521485263  -0.35865589278089793
121.50953851748307  -0.292311552158309
121.94148186878378  -0.22517784279541023
122.37382487688961  -0.1572564921215261
122.80656715741918  -0.08854922476642395
123.23970833341757  -0.019057762551115843
123.67324803529984  0.051216175521386464
124.10718590079507  0.12227087327522293
124.54152157489017  0.19410461736884724
124.9762547097744  0.26671569730230565
125.41138496478455  0.34010240542479714
125.84691200635017  0.4142630369419286
126.2828355079392  0.4891958899190855
126.71915515000343  0.5648992652889917
127.15587061992571  0.641371466855571
127.59298161196661  0.7186108012997521
128.03048782721078  0.7966155781821361
128.46838897351515  0.8753841099465784
128.90668476545656  0.9549147119250329
129.3453749242802  1.0352057023381838
129.7844591778471  1.1162554022988636
130.2239372605847  1.1980621358138306
130.66380891343454  1.2806242297859702
131.1040738838029  1.3639400140135225
131.54473192551012  1.4480078211928424
131.9857827987407  1.5328259869169745
132.42722626999523  1.618392849677757
132.86906211203927  1.704706750863273
133.31129010385675  1.7917660347587139
133.75391003059988  1.8795690485444156
134.19692168354229  1.968114142295296
134.64032486003023  2.0573996689772494
135.08411936343666  2.1474239844488108
135.52830500311242  2.238185447454857
135.9728815943407  2.329682419625416
136.4178489582902  2.4219132654737447
136.86320692196932  2.5148763523923523
137.3089553181799  2.6085700506489977
137.75509398547203  2.702992733383247
138.20162276809873  2.7981427766028255
138.64854151597126  2.8940185591785594
139.0958500846146  2.990618462840399
139.54354833512275  3.087940872172313
139.99163613411582  3.18598417460752
140.44011335369493  3.2847467604223493
140.88897987140015  3.384227022732267
141.338235570167  3.48442335748429
141.78788033828326  3.585334163451747
142.23791406934777  3.6869578422294036
142.68833666222616  3.7892927982241544
143.13914802101183  3.8923374386517406
143.5903480549815  3.9960901735267362
144.04193667855628  4.100549415658989
144.4939138112586  4.205713580642433
144.94627937767353  4.311581086852045
145.39903330740677  4.418150355432753
145.85217553504495  4.525419810293161
146.30570600011643  4.633387878098997
146.75962464705063  4.7420529882620635
147.21393142513915  4.851413572934719
147.6686262884972  4.961468067000276
148.1237091960238  5.072214908065563
148.57918011136405  5.18365253644992
149.0350390028707  5.295779395179724
149.49128584356595  5.408593929976829
149.94792061110383  5.522094589251162
150.40494328773266  5.636279824090389
150.8623538602585  5.75114808825209
151.32015232000657  5.866697838152899
151.77833866278698  5.982927532859851
152.23691288885536  6.0998356340801205
152.69587500287957  6.217420606153073
153.15522501390177  6.335680916037667
153.6149629353032  6.454615033304827
154.07508878476963  6.574221430126956
154.5356025842547  6.694498581266937
154.996504359946  6.815444964068864
155.4577941422305  6.937059058448397
155.919471965659  7.05933934687966
156.38153786891286  7.182284314388539
156.84399189476954  7.3058924485398204
157.3068340900696  7.4301622394270685
157.77006450568155  7.555092179662243
158.2336831964707  7.6806807643661426
158.69769022126408  7.8069264911542255
159.16208564281945  7.933827860130055
159.62686952779075  8.061383373871914
160.09204194669775  8.189591537422405
160.5576029738925  8.318450858278027
161.02355268752757  8.44795984637717
161.48989116952495  8.578117014089933
161.95661850554433  8.70892087620739
162.4237347849512  8.84036994992933
162.89124010078697  8.972462754853678
163.35913454973712  9.105197812965777
163.8274182321013  9.238573648626259
164.29609125176196  9.372588788560611
164.76515371615562  9.50724176184813
165.23460573624186  9.642531099909228
165.7044474264732  9.778455336495565
166.17467890476692  9.915013007677919
166.64530029247464  10.052202651835284
167.11631171435306  10.190022809643631
167.58771329853582  10.328472024063737
168.0595051765043  10.467548840331363
168.53168748305896  10.607251805943902
169.0042603562915  10.74757947065074
169.47722393755546  10.888530386440204
169.9505783714402  11.030103107530186
170.42432380574158  11.172296190354393
170.89846039143487  11.315108193553398
171.37298828264787  11.458537677961395
171.84790763663284  11.602583206596142
172.32321861374018  11.747243344645698
172.79892137739165  11.892516659459499
173.27501609405311  12.038401720534958
173.7515029332088  12.18489709950783
174.22838206733508  12.332001370139057
174.7056536718733  12.47971310830479
175.18331792520578  12.628030891984649
175.6613750086288  12.776953301251137
176.1398251063264  12.926478918255887
176.61866840534745  13.076606327221553
177.0979050955784  13.227334114429786
177.57753536971865  13.378660868207422
178.05755942325717  13.530585178919933
178.53797745444533  13.683105638955132
179.01878966427515  13.83622084271634
179.499996256453  13.98992938660886
179.9815974373763  14.144229869029164
180.46359341611003  14.299120890355248
180.9459844043617  14.4546010529331
181.4287706164592  14.610668961069175
181.91195226932598  14.767323221015403
182.39552958245892  14.924562440961662
182.8795027779041  15.082385231022805
183.36387208023535  15.24079020322916
183.84863771652945  15.399775971513616
184.33379991634595  15.559341151704546
184.8193589117024  15.719484361511388
185.30531493705269  15.880204220514967
185.79166822926595  16.04149935015789
186.27841902760366  16.203368373733593
186.76556757369787  16.36580991637511
187.25311411152938  16.528822605043505
187.74105888740655  16.692405068520628
188.22940214994355  16.856555937395427
188.71814415003976  17.021273844055358
189.20728514085755  17.186557422674852
189.6968253778025  17.352405309205913
190.1867651185023  17.5188161413681
190.67710462278518  17.68578855863626
191.1678441526612  17.85332120223296
191.65898397229984  18.02141271511586
192.1505243480118  18.190061741971018
192.64246554822716  18.359266929198157
193.13480784347604  18.529026924904446
193.62755150636997  18.699340378893563
194.12069681158033  18.870205942655048
194.61424403582055  19.04162226935495
195.1081934578251  19.213588013825348
195.6025453583324  19.386101832557085
196.09730002006296  19.559162383685777
196.59245772770282  19.732768326986566
197.08801876788374  19.906918323861625
197.5839834291642  20.081611037331406
198.08035200201175  20.256845132026218
198.57712477878303  20.432619274173845
199.07430205370778  20.608932131595
199.57188412286854  20.785782373688214
200.06987128418348  20.96316867142569
200.56826383738886  21.141089697340515
201.06706208402028  21.319544125519506
201.56626632739545  21.498530631592672
202.0658768725977  21.678047892725818
202.56589402645665  21.85809458760969
203.0663180975322  22.03866939645229
203.56714939609714  22.21977100096999
204.0683882341201  22.401398084377508
204.5700349252485  22.58354933138052
205.07208978479133  22.7662234281654
205.57455312970313  22.949419062392106
206.07742527856786  23.13313492318563
206.58070655158173  23.317369701125383
207.08439727053553  23.502122088237652
207.58849775880188  23.687390777988977
208.09300834131497  23.873174465275056
208.59792934455936  24.059471846414393
209.10326109654827  24.24628161913775
209.60900392681333  24.43360248258264
210.11515816638632  24.62143313728394
210.62172414778308  24.80977228516456
211.1287022049895  24.99861862952938
211.6360926734455  25.18797087505571
212.1438958900299  25.377827727786652
212.65211219304567  25.568187895121856
213.16074192220395  25.75905008581056
213.66978541861081  25.950413009943507
214.1792430247512  26.142275378945225
214.68911508447368  26.334635905566913
215.19940194297885  26.527493303877186
215.71010394680147  26.720846289257082
216.22122144379665  26.914693578389805
216.73275478312897  27.109033889255436
217.24470431525316  27.303865941121437
217.75707039190397  27.49918845453833
218.26985336608138  27.69500015132932
218.7830535920351  27.89129975458486
219.29667142525233  28.088085988654406
219.8107072224445  28.28535757913983
220.32516134153295  28.483113252889975
220.84003414163465  28.681351737990315
221.35532598305073  28.88007176375824
221.8710372272507  29.079272060734898
222.38716823686295  29.27895136068111
222.903719375658  29.479108396566264
223.4206910085378  29.679741902565752
223.9380835015218  29.88085061405084
224.45589722173372  30.082433267584477
224.97413253739103  30.28448860091369
225.4927898177899  30.487015352963006
226.01186943329375  30.690012263828475
226.5313717553209  30.89347807477037
227.05129715633257  31.09741152820822
227.5716460098189  31.30181136771275
228.0924186902896  31.506676338001355
228.61361557325984  31.712005184931304
229.1352370352368  31.917796655491227
229.6572834537126  32.12404949780054
230.17975520714788  32.33076246109627
230.70265267496205  32.53793429573428
231.22597623752165  32.74556375317729
231.7497262761283  32.953649585992515
232.27390317300723  33.16219054784468
232.79850731129676  33.37118539349
233.32353907503625  33.58063287877179
233.8489988491532  33.790531760611785
234.37488701945725  34.00088079700911
234.90120397262248  34.211678747029836
235.42795009618112  34.4229243708043
235.9551257785108  34.63461642952121
236.4827314088253  34.84675368542174
237.01076737716028  35.0593349017938
237.53923407436807  35.27235884296841
238.06813189210013  35.48582427431117
238.59746122280345  35.69972996222098
239.127222459707  35.91407467412252
239.65741599680908  36.12885717845994
240.18804222887113  36.34407624469434
240.71910155140566  36.55973064329769
241.25059436066596  36.77581914574773
241.78252105363583  36.99234052452183
242.3148820280196  37.20929355309493
242.84767768223486  37.42667700593064
243.38090841539835  37.64448965848137
243.9145746273195  37.86273028717925
244.44867671848857  38.08139766943277
244.98321509006843  38.30049058362268
245.51819014388363  38.52000780909675
246.05360228241256  38.73994812616626
246.5894519087777  38.960310316099324
247.12573942673632  39.181093161118355
247.6624652406684  39.402295444394234
248.19962975557195  39.623915950042445
248.73723337705  39.84595346311869
249.2752765113046  40.06840676961576
249.81375956512548  40.29127465645509
250.35268294588332  40.514555911488664
250.8920470615173  40.73824932348898
251.43185232053122  40.96235368214843
251.97209913197904  41.186867778073776
252.51278790546294  41.41179040278313
253.05391905111773  41.637120348699774
253.59549297960803  41.862856409151426
254.13751010211416  42.08899737836107
254.67997083033126  42.31554205145043
255.2228755764519  42.54248922442755
255.76622475316904  42.7698376941929
256.3100187736511  42.997586258521984
256.85425805155495  43.22573371607782
257.39894300099826  43.45427886639311
257.94407403656464  43.68322050987546
258.48965157328917  43.91255744779839
259.035676026651  44.14228848230107
259.5821478125706  44.37241241638366
260.12906734739295  44.60292805390278
260.6764350478887  44.83383419956953
261.22425133124045  45.06512965894484
261.77251661503857  45.29681323843658
262.32123131727053  45.52888374529576
262.87039585631857  45.76133998761477
263.4200106509439  45.99418077432024
263.9700761202884  46.22740491517513
264.5205926838616  46.46101122077027
265.07156076153296  46.69499850252362
265.6229807735296  46.9293655726788
266.17485314042307  47.164111244297004
266.727178283127  47.39923433125907
267.2799566228855  47.63473364825812
267.83318858127416  47.870608010801355
268.3868745801825  48.10685623520216
268.9410150418127  48.34347713857841
269.4956103886739  48.58046953885198
270.05066104357337  48.81783225474362
270.60616742960826  49.05556410576891
271.16212997016345  49.29366391223958
271.71854908889827  49.5321304952549
272.27542520975106  49.77096267670634
272.8327587569121  50.010159279263945
273.390550154844  50.24971912638668
273.9487998282528  50.48964104230954
274.5075082020941  50.7299238520454
275.06667570155935  50.970566381380564
275.6263027520794  51.211567456875436
276.1863897793027  51.45292590585516
276.74693720910363  51.69464055641506
277.30794546757323  51.9367102374148
277.8694149809939  52.17913377846721
278.4313461758934  52.42191000996396
278.99373947893156  52.665037763025445
279.55659531700667  52.908515869546875
280.1199141171881  53.15234316216971
280.6836963067258  53.39651847428633
281.24794231301394  53.64104064002152
281.8126525636863  53.88590849427963
282.377827486398  54.13112087264528
282.94346750895664  54.37667661144098
283.50957305993524  54.62257454799735
283.0345600034324  54.4162348261593
286.4786316845673  56.29392083710221
289.94522851944663  58.15847950954268
293.43436136944325  60.009756204872346
296.9460409175174  61.84759714190213
300.4802776713251  63.67184938970512
304.0370819662675  65.48236086051476
307.61646396848516  67.27898030268207
311.218433677799  69.06155729369772
314.8430009305982  70.82994223326914
318.4901754026756  72.58398633645959
322.15996661201234  74.32354162688326
325.8523839215121  76.04846092996256
329.5674365416857  77.7585978662398
333.30513353328877  79.4538068447507
337.06548380991137  81.13394305645821
340.84849614052  82.798862467734
344.65417915195604  84.44842181390935
348.48254133138823  86.08247859287471
352.3335910287208  87.70089105873926
356.2073364589603  89.30351821554947
360.10378570453787  90.89021981105752
364.02294671759176  92.46085633055053
367.9648273222085  94.01528899073547
371.929435216624  95.55337973367568
375.9167779753849  97.07499122078413
379.9268630514731  98.57998682687186
383.9596977783914  100.06823063425128
388.01528937221076  101.53958742688947
392.0936449335844  102.99392268461867
396.19477144972274  104.43110257739694
400.3186757963356  105.85099395962388
404.46536473953944  107.25346436450809
408.63484493773035  108.63838199848587
412.827122943424  110.00561573568915
417.04220520506345  111.3550351124707
421.2800980687957  112.68651032197464
425.5408077802141  113.9999122087582
429.82434048607354  115.29511226346534
434.1307022359728  116.57198261754894
438.45989898400944  117.83039603804272
442.81193659040383  119.07022592238023
447.18682082309437  120.29134629326369
451.5845573593066  121.49363179357915
456.0051517870941  122.67695768136687
460.44860960685094  123.84119982482645
464.91493623279746  124.9862346973735
469.4041369944452  126.11193937275463
473.9162171380282  127.21819152018712
478.45118182791504  128.30486939956162
483.00903614799427  129.37185185668207
487.58978510303587  130.41901831855395
492.1934336200289  131.44624878871386
496.81998654949547  132.453423842604
501.46944866678257  133.4404246229943
506.1418246733315  134.4071328354424
510.8371191979236  135.3534307437993
515.555336797907  136.27920116575788
520.2964819603991  137.1843274684429
525.0605591034708  138.06869356404073
529.847572577308  138.93218390547628
534.6575266653563  139.77468348212594
539.4904255854401  140.5960778155707
544.3462734908691  141.39625295539213
549.2250744715209  142.17509547500939
554.1268325549069  142.9324924675539
559.051551707219  143.66833154177925
563.9992358343591  144.38250081801806
568.969888782951  145.0748889241735
573.9635143413312  145.74538499174227
578.9801162405305  146.39387865189116
584.0196981552308  147.02026003155308
589.0822637047079  147.62441974957102
594.1678164537626  148.20624891287895
599.276359913628  148.76563911271055
604.4078975428674  149.3024824208543
609.5624327482548  149.81667138593514
614.7399688856398  150.30809902974036
619.9405092607976  150.7766588435689
625.1640571302677  151.22224478462914
630.4106157021721  151.64475127245768
635.6801881370245  152.04407318538006
640.9727775485263  152.42010585700513
646.2883870043438  152.7727450727455
651.6270195268776  153.10188706637996
656.988678094016  153.40742851664393
662.3733656398772  153.68926654385058
667.7810850555356  153.94729870654598
673.2118391897424  154.18142299819877
678.6656308496251  154.39153784391524
684.1424628013829  154.57754209718667
689.6423377709658  154.73933503667448
695.165258444746  154.8768163630157
700.7112274701728  154.98988619566492
706.280247456419  155.07844506976065
711.8723209750214  155.14239393303257
717.4874505604996  155.1816341427193
723.1256387109739  155.1960674625361
728.7868878887699  155.18559605965194
734.4712005210102  155.15012250171029
740.1785790002  155.08954975386771
745.9090256848006  155.00378117586533
751.6625428997949  154.89272051912442
757.4391329372395  154.7562719238713
763.2387980568159  154.59433991629416
769.0615404863607  154.4068294057113
774.9073624223971  154.193645681783
780.7762660306537  153.95469441173967
786.6682534465717  153.68988163763595
792.5833267758107  153.39911377363913
798.5214880947382  153.0822976033265
804.4827394509155  152.73934027702543
810.4670828635761  152.3701493091653
816.4745203240925  151.97463257566528
822.5050537964398  151.55269831132966
828.5586852176451  151.10425510728857
834.6354164982397  150.62921190844372
840.7352495226892  150.12747801094687
846.8581861498325  149.5989630597036
853.0042282133029  149.04357704589245
859.173377521942  148.46123030451338
865.3656358602158  147.85183351195602
871.581004988612  147.2152976835891
877.8194866440427  146.55153417137356
884.0810825402274  145.860454661501
890.3657943680836  145.14197117204756
896.6736237960998  144.3959960506513
903.0045724707077  143.6224419722136
909.3586420166466  142.82122193661777
915.7358340373235  141.99224926647128
922.1361501151658  141.13543760486579
928.5595918119666  140.25070091316155
935.0061606692293  139.3379534687888
941.4758582085008  138.3971098630663
947.9686859317035  137.42808499904962
954.4846453214594  136.43079408938652
961.0237378414097  135.40515265420254
967.5859649365292  134.3510765189942
974.1713280334353  133.2684818125554
980.7798285406943  132.15728496491047
987.4114678491161  131.0174027052707
994.066247332052  129.84875206000976
